date,game,team,team1,game1,game2,game3,game4,game5,total,score
2021/2/20,225,5,桃園臺產,23,25,25,25,0,98,3
2021/2/20,226,3,臺中長力,25,25,25,0,0,75,3
2021/2/20,226,4,conti,21,23,18,0,0,62,0
2021/2/20,227,3,臺中長力,25,25,25,0,0,75,3
2021/2/20,227,4,conti,21,23,18,0,0,62,0
2021/2/20,228,2,雲林Mizuno,25,20,22,18,0,85,1
2021/2/20,228,5,桃園臺產,23,25,25,25,0,98,3
2021/2/20,229,11,愛山林,10,16,23,0,0,49,0
2021/2/20,229,7,台電女排,25,25,25,0,0,75,3
2021/2/20,230,9,中國人纖,25,14,25,20,9,93,2
2021/2/20,230,10,極速超跑,23,25,20,25,15,108,3
2021/2/20,231,9,中國人纖,25,14,25,20,9,93,2
2021/2/20,231,10,極速超跑,23,25,20,25,15,108,3
2021/2/20,232,11,愛山林,10,16,23,0,0,49,0
2021/2/20,232,7,台電女排,25,25,25,0,0,75,3
2021/2/21,233,1,台電男排,25,25,23,25,0,98,3
2021/2/21,233,3,臺中長力,20,21,25,12,0,78,1
2021/2/21,234,4,conti,25,23,24,29,15,116,3
2021/2/21,234,2,雲林Mizuno,21,25,26,27,13,112,2
2021/2/21,235,1,台電男排,25,25,23,25,0,98,3
2021/2/21,235,3,臺中長力,20,21,25,12,0,78,1
2021/2/21,236,4,conti,25,23,24,29,15,116,3
2021/2/21,236,2,雲林Mizuno,21,25,26,27,13,112,2
2021/2/21,237,7,台電女排,17,18,25,25,15,100,3
2021/2/21,237,9,中國人纖,25,25,19,12,11,92,2
2021/2/21,238,7,台電女排,17,18,25,25,15,100,3
2021/2/21,238,9,中國人纖,25,25,19,12,11,92,2
2021/2/21,239,10,極速超跑,25,24,23,20,0,92,1
2021/2/21,239,11,愛山林,18,26,25,25,0,94,3
2021/2/21,240,10,極速超跑,25,24,23,20,0,92,1
2021/2/21,240,11,愛山林,18,26,25,25,0,94,3
